id_unico,nome,cep,descricao,funcao_social,data_inicial_prevista,data_final_prevista,data_cadastro,especie,natureza,situacao,uf,is_modelada_por_bim,data_situacao,executor_nome,eixo_descricao,tipo_descricao,subtipo_descricao,origem_recurso,valor_total_previsto
3959.53-67,Data center ABIN,70.610-905,Construção de um data center para abrir os ativos de processamento e armazenamento de tecnologia da informação para a Abin,Prover um lugar seguro para processar e armazenar as informações de inteligência que auxiliam a Presidência da República a tomada de decisão no processo decisório nacional.,2021-09-02,2022-03-01,2021-09-27,Construção,Obra,Cadastrada,DF,,2021-09-27,Agência Brasileira de Inteligência,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,8425000.0
20229.53-90,Obra de construção dos Quiosques do Instituto Central de Ciências- ICC,,"obra de construção dos Quiosques do Instituto Central de Ciências- ICC, localizado no campus Universitário Darcy Ribeiro da Universidade de Brasília, em Brasília-DF","Os quiosques existentes no Instituto Central de Ciências resultam de uma ocupação improvisada em divisórias para atender à crescente demanda da comunidade acadêmica por diversos serviços - fotocópias, papelaria, livraria, perfumaria, alimentação, entre outros - em umas das principais edificações da universidade. Contudo, essa ocupação não foi municiada com a infraestrutura predial necessária para garantir a qualidade e segurança para comercialização dos aludidos serviços.

Nesse contexto, a INFRA identificou a necessidade de adequar e qualificar a ocupação das entradas Sul e Norte do ICC com as premissas de melhorar as condições de circulação da comunidade e promover o respeito às características espaciais do edifício. Além disso, ofertar melhores condições aos permissionários para atender às normas de segurança alimentar, compatíveis com os critérios da Vigilância Sanitária da Secretaria de Saúde do Distrito Federal.

Com o intuito de promover uma instância adequada para incentivar a participação da comunidade universitária em debates sobre a compatibilização de demandas patrimoniais, comerciais e de serviços, foi proposto um concurso público de estudos preliminares de arquitetura, restrita à comunidade interna da UnB. Após a escolha da equipe vencedora, os projetos executivos e documentos técnicos foram desenvolvidos.

Portanto, a contratação consiste em remover os quiosques existentes e implementar a proposta vencedora do concurso, nos termos elencados anteriormente, a serem construídos nas entradas Norte e Sul do Instituto Central de Ciências - ICC, destinados a abrigar atividades comerciais e de alimentação.",2023-03-09,2023-06-06,2023-02-23,Construção,Obra,Cadastrada,DF,False,2023-02-23,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,900778.91
19804.53-74,"obra de conclusão da Unidade Administrativa e de Serviços - UAS (antiga FUBRA), localizada no campus Darcy Ribeiro, da Universidade de Brasília, em Brasília/DF",,"obra de conclusão da Unidade Administrativa e de Serviços - UAS (antiga FUBRA), localizada no campus Darcy Ribeiro, da Universidade de Brasília, em Brasília/DF","Trata-se de obra inacabada, localizada no Setor Sul do campus Darcy Ribeiro, que teve sua obra paralisada que, com o transcurso do tempo, sofreu uma série de depredações e sinistros;

Inspeções visuais da edificação indicaram a existência patologias estruturais que motivaram a contratação de um laudo técnico especializado com o intuito de avaliar as condições de segurança da estrutura e a eventual necessidade de realizar ações de recuperação para viabilizar a ocupação do edifício.

O trabalho confirmou a existência de patologias e indicou a necessidade de realizar restaurações pontuais e limitar sua ocupação a usos administrativos e sem aplicação de cargas concentradas no pavimento superior;

Diante da limitação em termos de uso e do tempo decorrido desde os últimos estudos de layout, fez-se oportuno reavaliar a ocupação do edifício para atender às recomendações do laudo, cujos desdobramentos implicam em alterar a disposição dos ambientes de modo a compatibilizar os espaços com os requisitos funcionais atualizados de unidades administrativas da UnB;

Portanto, a necessidade em tela implica em realizar intervenções pontuais na estrutura e em executar a infraestrutura necessária para a ocupação da edificação - instalações prediais, vedações, esquadrias, brises e urbanização. ",2023-02-08,2023-10-08,2023-01-30,Construção,Obra,Cadastrada,DF,False,2023-01-30,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,7105978.54
21001.53-67,"Contratação de empresa especializada em projetos de engenharia e arquitetura para elaboração de Projeto Executivo de Pavimentação e Complementares, para o asfaltamento de pista de direção operacional ",,"Contratação de empresa especializada em projetos de engenharia e arquitetura para elaboração de Projeto Executivo de Pavimentação e Complementares, para o asfaltamento de pista de direção operacional e vias internas desta Academia Nacional de Polícia em Brasília/DF",Segurança Pública,2023-04-12,2024-03-12,2023-04-06,Reforma,Projeto,Cadastrada,DF,False,2023-04-06,DEPARTAMENTO DE POLICIA FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,197546.71
6450.53-56,Reforma do Museu de Valores do Banco Central do Brasil,,"Reforma e adequação do Museu de Valores e de áreas adjacentes, do Banco Central do Brasil em Brasília/DF","A contratação permitirá a reforma do espaço destinado ao Museu de Valores que abrigará a nova museografia de acordo com as necessidades apontadas no Plano Museológico 2018-2022 que busca, entre outros pontos, promover a educação financeira da população brasileira.",2022-08-15,2025-01-24,2022-08-01,Reforma,Obra,Concluída,DF,True,2025-01-27,BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,11285163.72
4048.53-80,OBRA DE REFORMA DO ACESSO PRINCIPAL DA FACULDADE DE CIÊNCIA DA INFORMAÇÃO,,"obra de reforma do acesso principal da Faculdade de Ciência da Informação, localizado no Campus Universitário Darcy Ribeiro, da Universidade de Brasília, em Brasília - DF","A obra se refere à reforma com o propósito de criar um espaço de convivência e adequar o acesso principal da Faculdade de Ciência da Informação – FCI às normas de acessibilidade.
A proposta para o espaço de convivência foi desenvolvida utilizando mobiliário adequado ao uso proposto e composto por estante para publicações, bancos para convívio e apoio à provável plateia, mesas de trabalho para apoio de computadores e materiais de trabalho, assim como bancada e palco.
Para a adequação à acessibilidade universal ao setor do prédio, foi proposta a instalação de duas plataformas, sendo uma plataforma inclinada, vencendo o desnível da porta de acesso ao térreo, e outra vertical, para acesso ao mezanino. Ademais, ainda será instalado um corrimão central na escada de acesso para atender à exigência da NBR 9.050/2020.",2021-01-25,2021-10-25,2021-10-05,Reforma,Obra,Cadastrada,DF,,2021-10-05,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Assistência Social,Obras em Imóveis de Uso Público,Federal,0.0
19326.53-40,Assentamento Osiel Alves,,A construção do galpão.,"De maneira direta, serão beneficiados com a edificação aproximadamente 168 produtores familiares no Assentamento Osiel Alves, que fica localizado na Região Administrativa de Planaltina.. 1. Armazenamento, organização, distribuição e comercialização de produtos agrícolas.

2. Armazenamento de equipamentos agrícolas;

3. Local adequado para atividades coletivas, tais como, reuniões, capacitação dos produtores.. 1. Esse espaço irá otimizar a logística operacional, melhorando a qualidade dos produtos a serem comercializados, e por consequência contribuindo para o desenvolvimento da região e aumento da qualidade de vida dos produtores daquela localidade.

2. Com a implantação do galpão, os produtores terão mais estrutura para escoar a produção, e espera-se que as perdas por transportes dos produtos diminuam em até 30%.",2022-12-28,2024-12-28,2023-01-12,Construção,Projeto de Investimento em Infraestrutura,Cadastrada,DF,False,2023-01-12,"SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO RURAL DO DISTRITO FEDERAL",Social,Agricultura e Organização Agrária,Assistência Técnica,Federal,1310523.4
43986.53-49,Persianas Metálicas (Brises),70.675-731,"Tendo em vista o planejamento para construção, revitalização de diversos ambientes médico-hospitalares deste hospital constantes no PAC (Plano Anual de Contratação) e
também contando com o planejamento de reestruturação dos andares de internação; a revitalização da fachada do prédio lâmina do HFA tem como objetivo a adequação das instalações físicas às normas vigentes como a Resolução RDC nº 50, de 21 de fevereiro de 2002, a abertura do atual processo licitatório tem por finalidade propiciar a condição necessária para a contração de empresa especializada para realizar execução de serviços de engenharia de adequação dos brises dos do 8º, 9º e 10º andar e pertinente implantação do projeto de ancoragem (linha de vida) necessário a realização dos serviços.","Tendo em vista o planejamento para construção, revitalização de diversos ambientes médico-hospitalares deste hospital constantes no PAC (Plano Anual de Contratação) e
também contando com o planejamento de reestruturação dos andares de internação; a revitalização da fachada do prédio lâmina do HFA tem como objetivo a adequação das instalações físicas às normas vigentes como a Resolução RDC nº 50, de 21 de fevereiro de 2002, a abertura do atual processo licitatório tem por finalidade propiciar a condição necessária para a contração de empresa especializada para realizar execução de serviços de engenharia de adequação dos brises dos do 8º, 9º e 10º andar e pertinente implantação do projeto de ancoragem (linha de vida) necessário a realização dos serviços.",2024-12-20,2025-09-20,2024-10-17,Reforma,Obra,Em execução,DF,False,2024-12-20,FUNDO DE ADMINISTRACAO DO HFA,Social,Saúde,Unidades de Atenção Especializada de Saúde,Federal,1565000.0
19754.53-12,Modernização de Elevadores do Bloco G do MS,,"Modernização integral de 8(oito) elevadores do Bloco “G”, da Esplanada dos Ministérios, Brasília/DF, Edifício Sede do Ministério da Saúde",Modernização de Elevadores do MS bem público institucional,2023-01-31,2023-11-30,2023-01-26,Fabricação,Outros,Cadastrada,DF,False,2023-01-26,MINISTÉRIO DA SAÚDE,Administrativo,Saúde,Obras em Imóveis de Uso Público,Federal,7141939.72
1463.53-66,00 00377/2020,70040-902,"contratação de empresa especializada para prestação dos serviços de gerenciamento dos empreendimentos de construção, sob a jurisdição do dnit, para toda a malha rodoviária federal da região nordeste.","Preservar vidas e promover o desenvolvimento sustentável do país priorizando a segurança, as boas condições de trafegabilidade e a otimização da logística dos transportes, elevando assim o nível de serviço das vias.",,,2021-04-26,Construção,Obra,Cadastrada,DF,,2021-04-26,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,25848700.0
4745.53-61,Telhado do Ambulatório - HFA,60.673-900,"Substituição dos telhados do ambulatório e radiologia do Hospital das Forças Armadas com elaboração de projeto executivo, fornecimento de materiais, mão de obra, ferramentas e equipamentos.","A substituição dos telhados trará para o hospital das forças armadas, maior conservação do patrimônio, gerando economicidade em manutenção corretivas concorre para a diminuição dos custos operacionais do hospital.",2021-05-01,2022-04-01,2021-11-26,Recuperação,Obra,Concluída,DF,,2022-08-11,FUNDO DE ADMINISTRACAO DO HFA,Administrativo,Administrativo,Instituições Hospitalares Federais,Federal,3792936.79
4752.53-48,Teste de integração sistema – Coordenação de Gerenciamento de Dados do MDR - Ronald  Alves Vieira,70067-901,Teste de integração sistema – Coordenação de Gerenciamento de Dados do MDR - Ronald  Alves Vieira,Habitar o envio de empreendimentos pelo MDR para o CIPI em lote.R,2021-11-16,2021-11-17,2021-11-26,Reforma,Projeto de Investimento em Infraestrutura,Cadastrada,DF,,2021-11-26,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,Social,Desenvolvimento,Saneamento,Federal,3000000.0
3224.53-52,CFT - CENTRO DE FORMAÇÃO TECNOLOGICA DO CAMPUS SÃO SEBASTIÃO,1,"construção um galpão que comporte salas e especificidades de cada área de formação que o Campus São Sebastião atenda. Tal edificação conta com banheiros, salas de aulas e espaço para laboratórios que serão integrados. Será um galpão com previsão para dois pavimentos, onde será construído no momento apenas o térreo que atenderá as demandas dos cursos que o campus São Sebastião oferece. ",atender a comunidade acadêmica do Campus São Sebastião principalmente nos eixos de informática e pedagogia. ,2021-11-01,2022-09-30,2021-08-05,Construção,Obra,Cadastrada,DF,,2021-08-05,INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA,Social,Educação,Educação,Federal,2250000.0
6227.53-14,"Complementação, Reparação e Adequação da Construção da 16ª Delegacia de Polícia",73.330-088,"Complementação, reparação e adequação da construção da 16ª Delegada de Polícia Civil do Distrito Federal,",Garantir segurança a pública de qualidade a toda a população.,2022-06-20,2022-12-31,2022-06-20,Ampliação,Projeto,Cadastrada,DF,False,2022-06-20,POLICIA CIVIL DO DISTRITO FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,65624.2
